,Warehouse_Block,Shipment_Mode,Customer_Calls,Calls_Intensity,Customer_Rating,Rating_Satisfaction,Product_Cost,Cost_Segment,Prior_Purchases,Customer_Segment,Product_Importance,Gender,Product_Discount,Discount_Segment,Product_Weight,Weight_Segment,Delivery_Status
206,A,Ship,2,Few,2,Low Rating - Dissatisfied,157,Cheap,3,New,Low,Male,1,1-13(%),1477,Light,Not On Time
207,B,Ship,2,Few,2,Low Rating - Dissatisfied,160,Cheap,3,New,Low,Male,48,40-52(%),1691,Light,Not On Time
208,C,Ship,2,Few,4,High Rating - Satisfied,152,Cheap,3,New,Low,Male,55,53-65(%),1498,Light,Not On Time
209,E,Ship,2,Few,5,High Rating - Satisfied,148,Cheap,3,New,High,Female,11,1-13(%),1502,Light,Not On Time
210,D,Ship,2,Few,1,Low Rating - Dissatisfied,127,Cheap,3,New,Low,Female,15,14-26(%),1522,Light,Not On Time
211,E,Ship,2,Few,5,High Rating - Satisfied,154,Cheap,3,New,Low,Female,21,14-26(%),1113,Light,Not On Time
212,A,Ship,2,Few,5,High Rating - Satisfied,127,Cheap,3,New,Low,Male,44,40-52(%),1341,Light,Not On Time
213,B,Ship,2,Few,5,High Rating - Satisfied,160,Cheap,3,New,Medium,Female,31,27-39(%),7401,Heavy,Not On Time
214,C,Ship,2,Few,4,High Rating - Satisfied,129,Cheap,3,New,Low,Female,48,40-52(%),1219,Light,Not On Time
215,E,Ship,2,Few,5,High Rating - Satisfied,158,Cheap,3,New,Low,Female,40,40-52(%),1722,Light,Not On Time
216,D,Ship,4,Moderate,3,Low Rating - Dissatisfied,185,Standard,3,New,Medium,Male,3,1-13(%),3131,Medium,Not On Time
217,E,Ship,4,Moderate,4,High Rating - Satisfied,176,Standard,4,Regular,High,Female,63,53-65(%),1293,Light,Not On Time
218,A,Ship,3,Few,4,High Rating - Satisfied,148,Cheap,3,New,Low,Male,37,27-39(%),1523,Light,Not On Time
219,B,Ship,3,Few,5,High Rating - Satisfied,270,Expensive,3,New,Low,Male,60,53-65(%),3885,Medium,Not On Time
220,C,Ship,3,Few,4,High Rating - Satisfied,242,Standard,3,New,Low,Male,29,27-39(%),2381,Medium,Not On Time
221,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,150,Cheap,2,New,Medium,Male,31,27-39(%),1588,Light,Not On Time
222,D,Ship,4,Moderate,2,Low Rating - Dissatisfied,192,Standard,3,New,High,Male,4,1-13(%),2061,Medium,Not On Time
223,E,Ship,4,Moderate,5,High Rating - Satisfied,116,Cheap,3,New,Medium,Female,9,1-13(%),1314,Light,Not On Time
224,A,Ship,3,Few,4,High Rating - Satisfied,192,Standard,3,New,Medium,Female,31,27-39(%),3331,Medium,Not On Time
225,B,Ship,5,Moderate,4,High Rating - Satisfied,255,Expensive,4,Regular,Medium,Female,38,27-39(%),2771,Medium,Not On Time
226,C,Ship,4,Moderate,3,Low Rating - Dissatisfied,161,Cheap,7,Loyal,Medium,Male,63,53-65(%),1496,Light,Not On Time
227,E,Ship,4,Moderate,2,Low Rating - Dissatisfied,157,Cheap,3,New,Low,Female,48,40-52(%),1393,Light,Not On Time
228,D,Ship,3,Few,2,Low Rating - Dissatisfied,164,Cheap,10,Loyal,High,Male,14,14-26(%),1375,Light,Not On Time
229,E,Ship,3,Few,3,Low Rating - Dissatisfied,162,Cheap,7,Loyal,Medium,Female,42,40-52(%),1278,Light,Not On Time
230,A,Ship,3,Few,1,Low Rating - Dissatisfied,146,Cheap,2,New,Low,Female,54,53-65(%),1528,Light,Not On Time
231,B,Ship,3,Few,4,High Rating - Satisfied,209,Standard,3,New,Medium,Female,60,53-65(%),2240,Medium,Not On Time
232,C,Ship,5,Moderate,5,High Rating - Satisfied,134,Cheap,2,New,Medium,Male,53,53-65(%),1088,Light,Not On Time
233,E,Ship,2,Few,1,Low Rating - Dissatisfied,222,Standard,2,New,Medium,Male,58,53-65(%),3626,Medium,Not On Time
234,D,Ship,2,Few,1,Low Rating - Dissatisfied,139,Cheap,3,New,Low,Female,39,27-39(%),1582,Light,Not On Time
235,E,Ship,2,Few,2,Low Rating - Dissatisfied,134,Cheap,3,New,Low,Male,38,27-39(%),1352,Light,Not On Time
236,A,Ship,2,Few,3,Low Rating - Dissatisfied,130,Cheap,3,New,Low,Female,48,40-52(%),1801,Light,Not On Time
237,B,Ship,2,Few,2,Low Rating - Dissatisfied,133,Cheap,3,New,Low,Male,5,1-13(%),1268,Light,Not On Time
238,C,Ship,2,Few,3,Low Rating - Dissatisfied,140,Cheap,3,New,Low,Female,23,14-26(%),1372,Light,Not On Time
239,E,Ship,2,Few,3,Low Rating - Dissatisfied,158,Cheap,3,New,Low,Male,10,1-13(%),1515,Light,Not On Time
240,D,Ship,4,Moderate,5,High Rating - Satisfied,270,Expensive,4,Regular,Low,Male,65,53-65(%),1818,Light,Not On Time
241,E,Ship,2,Few,4,High Rating - Satisfied,140,Cheap,3,New,Low,Female,33,27-39(%),1278,Light,Not On Time
242,A,Ship,2,Few,2,Low Rating - Dissatisfied,135,Cheap,3,New,Low,Male,58,53-65(%),1734,Light,Not On Time
243,B,Ship,2,Few,4,High Rating - Satisfied,136,Cheap,3,New,Low,Male,43,40-52(%),1958,Medium,Not On Time
244,C,Ship,2,Few,1,Low Rating - Dissatisfied,142,Cheap,3,New,Medium,Female,8,1-13(%),6064,Heavy,Not On Time
245,E,Ship,2,Few,4,High Rating - Satisfied,154,Cheap,3,New,Medium,Female,48,40-52(%),7684,Heavy,Not On Time
246,D,Ship,2,Few,3,Low Rating - Dissatisfied,139,Cheap,3,New,Low,Female,3,1-13(%),1788,Light,Not On Time
247,E,Road,2,Few,4,High Rating - Satisfied,160,Cheap,3,New,Low,Female,50,40-52(%),1030,Light,Not On Time
248,A,Road,2,Few,2,Low Rating - Dissatisfied,134,Cheap,3,New,Low,Female,38,27-39(%),1530,Light,Not On Time
249,B,Road,5,Moderate,5,High Rating - Satisfied,161,Cheap,5,Regular,High,Female,54,53-65(%),1511,Light,Not On Time
250,C,Road,2,Few,3,Low Rating - Dissatisfied,155,Cheap,3,New,Low,Female,45,40-52(%),1639,Light,Not On Time
251,E,Road,2,Few,2,Low Rating - Dissatisfied,145,Cheap,3,New,Medium,Female,5,1-13(%),6102,Heavy,Not On Time
252,D,Road,2,Few,1,Low Rating - Dissatisfied,157,Cheap,3,New,Low,Male,58,53-65(%),1930,Medium,Not On Time
253,E,Road,2,Few,5,High Rating - Satisfied,160,Cheap,3,New,Low,Female,19,14-26(%),1399,Light,Not On Time
254,A,Road,2,Few,2,Low Rating - Dissatisfied,152,Cheap,3,New,Low,Female,61,53-65(%),1800,Light,Not On Time
255,B,Road,2,Few,2,Low Rating - Dissatisfied,148,Cheap,3,New,High,Female,35,27-39(%),1349,Light,Not On Time
256,C,Road,2,Few,2,Low Rating - Dissatisfied,127,Cheap,3,New,Low,Male,13,1-13(%),1128,Light,Not On Time
257,E,Road,2,Few,2,Low Rating - Dissatisfied,129,Cheap,3,New,Medium,Female,22,14-26(%),6614,Heavy,Not On Time
258,D,Road,2,Few,3,Low Rating - Dissatisfied,158,Cheap,3,New,Low,Female,13,1-13(%),1245,Light,Not On Time
259,E,Road,2,Few,4,High Rating - Satisfied,147,Cheap,3,New,Low,Male,5,1-13(%),1920,Medium,Not On Time
260,A,Road,2,Few,5,High Rating - Satisfied,159,Cheap,3,New,Low,Female,49,40-52(%),1621,Light,Not On Time
261,B,Road,2,Few,3,Low Rating - Dissatisfied,151,Cheap,3,New,Low,Female,23,14-26(%),1930,Medium,Not On Time
262,C,Road,3,Few,1,Low Rating - Dissatisfied,294,Expensive,4,Regular,Low,Female,52,40-52(%),1089,Light,Not On Time
263,E,Road,3,Few,2,Low Rating - Dissatisfied,226,Standard,2,New,Medium,Male,45,40-52(%),1446,Light,Not On Time
264,D,Road,5,Moderate,3,Low Rating - Dissatisfied,271,Expensive,5,Regular,High,Male,9,1-13(%),1813,Light,Not On Time
265,E,Road,7,Frequent,2,Low Rating - Dissatisfied,203,Standard,5,Regular,Medium,Female,61,53-65(%),1856,Medium,Not On Time
266,A,Road,2,Few,3,Low Rating - Dissatisfied,264,Expensive,4,Regular,Low,Female,10,1-13(%),1648,Light,Not On Time
267,B,Road,4,Moderate,1,Low Rating - Dissatisfied,258,Expensive,3,New,Medium,Male,36,27-39(%),2211,Medium,Not On Time
268,C,Road,3,Few,5,High Rating - Satisfied,241,Standard,3,New,Low,Female,21,14-26(%),3078,Medium,Not On Time
269,E,Flight,4,Moderate,5,High Rating - Satisfied,208,Standard,3,New,Medium,Male,23,14-26(%),2056,Medium,Not On Time
270,D,Flight,3,Few,2,Low Rating - Dissatisfied,209,Standard,5,Regular,Medium,Female,12,1-13(%),3054,Medium,Not On Time
271,E,Flight,5,Moderate,1,Low Rating - Dissatisfied,182,Standard,2,New,Medium,Female,23,14-26(%),2707,Medium,Not On Time
272,A,Flight,4,Moderate,5,High Rating - Satisfied,148,Cheap,2,New,Medium,Female,43,40-52(%),1087,Light,Not On Time
273,B,Flight,2,Few,3,Low Rating - Dissatisfied,183,Standard,2,New,Medium,Female,52,40-52(%),3199,Medium,Not On Time
274,C,Flight,3,Few,5,High Rating - Satisfied,229,Standard,6,Regular,Medium,Male,22,14-26(%),2717,Medium,Not On Time
275,E,Flight,5,Moderate,5,High Rating - Satisfied,115,Cheap,5,Regular,Low,Female,26,14-26(%),1692,Light,Not On Time
276,D,Flight,4,Moderate,2,Low Rating - Dissatisfied,136,Cheap,3,New,Low,Female,65,53-65(%),1962,Medium,Not On Time
277,E,Flight,4,Moderate,4,High Rating - Satisfied,212,Standard,3,New,Low,Male,21,14-26(%),3307,Medium,Not On Time
278,A,Flight,4,Moderate,3,Low Rating - Dissatisfied,171,Standard,3,New,Low,Female,24,14-26(%),1304,Light,Not On Time
279,B,Flight,3,Few,1,Low Rating - Dissatisfied,151,Cheap,2,New,Low,Male,60,53-65(%),1925,Medium,Not On Time
280,C,Flight,3,Few,1,Low Rating - Dissatisfied,205,Standard,3,New,Medium,Male,39,27-39(%),3062,Medium,Not On Time
281,E,Flight,5,Moderate,4,High Rating - Satisfied,147,Cheap,3,New,Medium,Male,23,14-26(%),1132,Light,Not On Time
282,D,Flight,3,Few,3,Low Rating - Dissatisfied,155,Cheap,3,New,Low,Female,29,27-39(%),1712,Light,Not On Time
283,E,Flight,5,Moderate,4,High Rating - Satisfied,165,Cheap,3,New,Low,Female,20,14-26(%),1150,Light,Not On Time
284,A,Flight,5,Moderate,5,High Rating - Satisfied,230,Standard,3,New,Low,Female,32,27-39(%),3249,Medium,Not On Time
285,B,Flight,2,Few,4,High Rating - Satisfied,181,Standard,4,Regular,Medium,Male,13,1-13(%),2309,Medium,Not On Time
286,C,Flight,5,Moderate,3,Low Rating - Dissatisfied,234,Standard,2,New,Low,Female,55,53-65(%),3308,Medium,Not On Time
287,E,Flight,4,Moderate,4,High Rating - Satisfied,149,Cheap,3,New,Low,Male,34,27-39(%),1977,Medium,Not On Time
288,D,Flight,5,Moderate,5,High Rating - Satisfied,156,Cheap,2,New,Low,Male,44,40-52(%),1561,Light,Not On Time
289,E,Flight,4,Moderate,2,Low Rating - Dissatisfied,172,Standard,3,New,Medium,Female,59,53-65(%),1858,Medium,Not On Time
290,A,Flight,4,Moderate,4,High Rating - Satisfied,270,Expensive,3,New,Low,Male,12,1-13(%),3279,Medium,Not On Time
291,B,Ship,4,Moderate,1,Low Rating - Dissatisfied,206,Standard,3,New,Medium,Male,23,14-26(%),3807,Medium,Not On Time
292,C,Ship,4,Moderate,3,Low Rating - Dissatisfied,211,Standard,4,Regular,Medium,Male,40,40-52(%),3106,Medium,Not On Time
293,E,Ship,3,Few,2,Low Rating - Dissatisfied,136,Cheap,4,Regular,Low,Male,62,53-65(%),1090,Light,Not On Time
294,D,Ship,5,Moderate,1,Low Rating - Dissatisfied,186,Standard,2,New,High,Female,52,40-52(%),3981,Medium,Not On Time
295,E,Ship,3,Few,1,Low Rating - Dissatisfied,202,Standard,2,New,Medium,Male,62,53-65(%),3398,Medium,Not On Time
296,A,Ship,4,Moderate,2,Low Rating - Dissatisfied,183,Standard,3,New,Medium,Female,12,1-13(%),3646,Medium,Not On Time
297,B,Ship,4,Moderate,4,High Rating - Satisfied,232,Standard,2,New,Low,Male,36,27-39(%),2861,Medium,Not On Time
298,C,Ship,4,Moderate,2,Low Rating - Dissatisfied,147,Cheap,4,Regular,Medium,Male,52,40-52(%),1129,Light,Not On Time
299,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,136,Cheap,3,New,Medium,Male,20,14-26(%),1531,Light,Not On Time
300,D,Ship,5,Moderate,3,Low Rating - Dissatisfied,127,Cheap,3,New,Low,Female,43,40-52(%),1446,Light,Not On Time
301,E,Ship,4,Moderate,5,High Rating - Satisfied,202,Standard,2,New,Medium,Male,35,27-39(%),3695,Medium,Not On Time
302,A,Ship,3,Few,4,High Rating - Satisfied,241,Standard,2,New,Low,Male,57,53-65(%),3671,Medium,Not On Time
303,B,Ship,4,Moderate,3,Low Rating - Dissatisfied,222,Standard,2,New,Medium,Male,55,53-65(%),3833,Medium,Not On Time
304,C,Ship,3,Few,2,Low Rating - Dissatisfied,183,Standard,4,Regular,Medium,Female,12,1-13(%),2777,Medium,Not On Time
305,E,Ship,4,Moderate,4,High Rating - Satisfied,249,Standard,3,New,Medium,Female,36,27-39(%),3769,Medium,Not On Time
306,D,Ship,3,Few,1,Low Rating - Dissatisfied,243,Standard,4,Regular,High,Male,59,53-65(%),3838,Medium,Not On Time
307,E,Ship,3,Few,3,Low Rating - Dissatisfied,163,Cheap,3,New,Medium,Male,9,1-13(%),1257,Light,Not On Time
308,A,Ship,4,Moderate,2,Low Rating - Dissatisfied,165,Cheap,2,New,High,Male,11,1-13(%),1596,Light,Not On Time
309,B,Ship,5,Moderate,5,High Rating - Satisfied,266,Expensive,3,New,Medium,Female,53,53-65(%),3089,Medium,Not On Time
310,C,Ship,3,Few,4,High Rating - Satisfied,193,Standard,2,New,Medium,Male,48,40-52(%),3909,Medium,Not On Time
311,E,Ship,3,Few,2,Low Rating - Dissatisfied,154,Cheap,3,New,Low,Female,56,53-65(%),1136,Light,Not On Time
312,D,Ship,3,Few,3,Low Rating - Dissatisfied,140,Cheap,3,New,Medium,Male,51,40-52(%),1046,Light,Not On Time
313,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,272,Expensive,3,New,Medium,Male,38,27-39(%),3705,Medium,Not On Time
314,A,Ship,4,Moderate,2,Low Rating - Dissatisfied,143,Cheap,6,Regular,Medium,Male,20,14-26(%),1654,Light,Not On Time
315,B,Ship,4,Moderate,2,Low Rating - Dissatisfied,138,Cheap,3,New,Low,Female,30,27-39(%),1805,Light,Not On Time
316,C,Ship,4,Moderate,2,Low Rating - Dissatisfied,238,Standard,2,New,High,Male,17,14-26(%),3358,Medium,Not On Time
317,E,Ship,4,Moderate,5,High Rating - Satisfied,273,Expensive,4,Regular,Medium,Female,31,27-39(%),2373,Medium,Not On Time
318,D,Ship,3,Few,1,Low Rating - Dissatisfied,200,Standard,2,New,Medium,Male,27,27-39(%),2551,Medium,Not On Time
319,E,Ship,4,Moderate,5,High Rating - Satisfied,213,Standard,4,Regular,Low,Male,39,27-39(%),2381,Medium,Not On Time
320,A,Ship,3,Few,4,High Rating - Satisfied,224,Standard,2,New,Medium,Female,15,14-26(%),2701,Medium,Not On Time
321,B,Ship,4,Moderate,5,High Rating - Satisfied,141,Cheap,3,New,Medium,Male,12,1-13(%),1672,Light,Not On Time
322,C,Ship,3,Few,3,Low Rating - Dissatisfied,150,Cheap,3,New,Low,Male,46,40-52(%),1040,Light,Not On Time
323,E,Ship,3,Few,1,Low Rating - Dissatisfied,192,Standard,2,New,Low,Male,33,27-39(%),2818,Medium,Not On Time
324,D,Ship,5,Moderate,1,Low Rating - Dissatisfied,279,Expensive,4,Regular,Medium,Female,24,14-26(%),3440,Medium,Not On Time
325,E,Ship,3,Few,4,High Rating - Satisfied,246,Standard,3,New,Medium,Male,30,27-39(%),3748,Medium,Not On Time
326,A,Ship,3,Few,4,High Rating - Satisfied,173,Standard,3,New,Medium,Male,52,40-52(%),1587,Light,Not On Time
327,B,Ship,4,Moderate,4,High Rating - Satisfied,233,Standard,4,Regular,Medium,Female,59,53-65(%),2358,Medium,Not On Time
328,C,Ship,5,Moderate,1,Low Rating - Dissatisfied,274,Expensive,2,New,Medium,Male,24,14-26(%),2423,Medium,Not On Time
329,E,Ship,4,Moderate,5,High Rating - Satisfied,243,Standard,4,Regular,Medium,Female,41,40-52(%),2782,Medium,Not On Time
330,D,Ship,3,Few,4,High Rating - Satisfied,197,Standard,3,New,Medium,Female,56,53-65(%),3427,Medium,Not On Time
331,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,140,Cheap,3,New,High,Female,46,40-52(%),1072,Light,Not On Time
332,A,Ship,3,Few,5,High Rating - Satisfied,215,Standard,3,New,Medium,Female,22,14-26(%),2585,Medium,Not On Time
333,B,Ship,3,Few,4,High Rating - Satisfied,211,Standard,3,New,Medium,Male,8,1-13(%),3710,Medium,Not On Time
334,C,Ship,4,Moderate,2,Low Rating - Dissatisfied,220,Standard,5,Regular,Low,Male,33,27-39(%),2854,Medium,Not On Time
335,E,Ship,3,Few,1,Low Rating - Dissatisfied,194,Standard,4,Regular,Low,Male,64,53-65(%),2026,Medium,Not On Time
336,D,Ship,5,Moderate,1,Low Rating - Dissatisfied,262,Expensive,3,New,Medium,Female,58,53-65(%),3599,Medium,Not On Time
337,E,Ship,4,Moderate,4,High Rating - Satisfied,201,Standard,2,New,Low,Female,1,1-13(%),3147,Medium,Not On Time
338,A,Ship,3,Few,5,High Rating - Satisfied,261,Expensive,3,New,Medium,Male,15,14-26(%),2989,Medium,Not On Time
339,B,Ship,4,Moderate,4,High Rating - Satisfied,191,Standard,6,Regular,Low,Female,60,53-65(%),3425,Medium,Not On Time
340,C,Ship,2,Few,5,High Rating - Satisfied,255,Expensive,5,Regular,Medium,Female,53,53-65(%),3775,Medium,Not On Time
341,E,Ship,3,Few,2,Low Rating - Dissatisfied,169,Standard,2,New,High,Male,30,27-39(%),1698,Light,Not On Time
342,D,Ship,4,Moderate,5,High Rating - Satisfied,162,Cheap,2,New,Medium,Male,64,53-65(%),1918,Medium,Not On Time
343,E,Ship,2,Few,5,High Rating - Satisfied,248,Standard,6,Regular,Low,Female,62,53-65(%),2750,Medium,Not On Time
344,A,Ship,5,Moderate,3,Low Rating - Dissatisfied,197,Standard,4,Regular,Low,Female,2,1-13(%),2222,Medium,Not On Time
345,B,Ship,5,Moderate,1,Low Rating - Dissatisfied,264,Expensive,3,New,Low,Male,6,1-13(%),2882,Medium,Not On Time
346,C,Ship,5,Moderate,5,High Rating - Satisfied,260,Expensive,2,New,Medium,Female,55,53-65(%),2791,Medium,Not On Time
347,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,186,Standard,2,New,Medium,Female,58,53-65(%),2259,Medium,Not On Time
348,D,Ship,4,Moderate,5,High Rating - Satisfied,233,Standard,4,Regular,Low,Female,44,40-52(%),2551,Medium,Not On Time
349,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,161,Cheap,3,New,Low,Male,47,40-52(%),1954,Medium,Not On Time
350,A,Ship,4,Moderate,5,High Rating - Satisfied,188,Standard,3,New,Low,Female,13,1-13(%),2409,Medium,Not On Time
351,B,Ship,5,Moderate,5,High Rating - Satisfied,171,Standard,2,New,Medium,Female,22,14-26(%),1695,Light,Not On Time
352,C,Ship,2,Few,2,Low Rating - Dissatisfied,267,Expensive,3,New,Medium,Male,15,14-26(%),2481,Medium,Not On Time
353,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,255,Expensive,2,New,High,Male,47,40-52(%),2956,Medium,Not On Time
354,D,Ship,3,Few,2,Low Rating - Dissatisfied,132,Cheap,3,New,Low,Female,56,53-65(%),1303,Light,Not On Time
355,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,266,Expensive,3,New,Low,Female,31,27-39(%),3157,Medium,Not On Time
356,A,Ship,3,Few,4,High Rating - Satisfied,198,Standard,2,New,Low,Male,25,14-26(%),2774,Medium,Not On Time
357,B,Ship,2,Few,3,Low Rating - Dissatisfied,247,Standard,2,New,Medium,Female,62,53-65(%),3127,Medium,Not On Time
358,C,Ship,3,Few,1,Low Rating - Dissatisfied,140,Cheap,3,New,Medium,Female,65,53-65(%),1291,Light,Not On Time
359,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,131,Cheap,5,Regular,Low,Male,6,1-13(%),1659,Light,Not On Time
360,D,Ship,5,Moderate,2,Low Rating - Dissatisfied,246,Standard,3,New,Medium,Male,49,40-52(%),3236,Medium,Not On Time
361,E,Ship,3,Few,2,Low Rating - Dissatisfied,159,Cheap,3,New,Medium,Female,4,1-13(%),1681,Light,Not On Time
362,A,Ship,3,Few,5,High Rating - Satisfied,203,Standard,2,New,Medium,Male,61,53-65(%),3642,Medium,Not On Time
363,B,Ship,4,Moderate,3,Low Rating - Dissatisfied,187,Standard,4,Regular,High,Female,29,27-39(%),3141,Medium,Not On Time
364,C,Ship,6,Frequent,2,Low Rating - Dissatisfied,146,Cheap,3,New,Low,Female,62,53-65(%),1936,Medium,Not On Time
365,E,Ship,3,Few,2,Low Rating - Dissatisfied,234,Standard,3,New,Medium,Male,39,27-39(%),2099,Medium,Not On Time
366,D,Ship,3,Few,4,High Rating - Satisfied,122,Cheap,3,New,High,Female,15,14-26(%),1354,Light,Not On Time
367,E,Ship,3,Few,3,Low Rating - Dissatisfied,135,Cheap,3,New,Low,Male,8,1-13(%),1074,Light,Not On Time
368,A,Ship,3,Few,5,High Rating - Satisfied,103,Cheap,3,New,Low,Male,3,1-13(%),1403,Light,Not On Time
369,B,Ship,3,Few,5,High Rating - Satisfied,257,Expensive,3,New,Medium,Female,19,14-26(%),2173,Medium,Not On Time
370,C,Ship,4,Moderate,3,Low Rating - Dissatisfied,169,Standard,2,New,Low,Male,2,1-13(%),1399,Light,Not On Time
371,E,Ship,4,Moderate,5,High Rating - Satisfied,159,Cheap,3,New,Medium,Male,18,14-26(%),1808,Light,Not On Time
372,D,Ship,4,Moderate,5,High Rating - Satisfied,188,Standard,3,New,Low,Male,38,27-39(%),3031,Medium,Not On Time
373,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,136,Cheap,3,New,Medium,Male,19,14-26(%),1420,Light,Not On Time
374,A,Ship,5,Moderate,1,Low Rating - Dissatisfied,227,Standard,3,New,Low,Female,19,14-26(%),3007,Medium,Not On Time
375,B,Ship,3,Few,5,High Rating - Satisfied,262,Expensive,2,New,Low,Female,53,53-65(%),3275,Medium,Not On Time
376,C,Ship,2,Few,3,Low Rating - Dissatisfied,157,Cheap,2,New,Low,Male,45,40-52(%),1965,Medium,Not On Time
377,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,238,Standard,2,New,Medium,Female,21,14-26(%),2053,Medium,Not On Time
378,D,Ship,3,Few,5,High Rating - Satisfied,152,Cheap,3,New,Low,Male,43,40-52(%),1282,Light,Not On Time
379,E,Ship,3,Few,2,Low Rating - Dissatisfied,201,Standard,3,New,Medium,Male,5,1-13(%),2040,Medium,Not On Time
380,A,Ship,3,Few,4,High Rating - Satisfied,148,Cheap,2,New,Low,Male,54,53-65(%),1778,Light,Not On Time
381,B,Ship,5,Moderate,2,Low Rating - Dissatisfied,199,Standard,4,Regular,Low,Female,59,53-65(%),2885,Medium,Not On Time
382,C,Ship,5,Moderate,4,High Rating - Satisfied,215,Standard,2,New,Low,Female,45,40-52(%),3501,Medium,Not On Time
383,E,Ship,4,Moderate,5,High Rating - Satisfied,175,Standard,2,New,Low,Male,40,40-52(%),1270,Light,Not On Time
384,D,Road,4,Moderate,3,Low Rating - Dissatisfied,236,Standard,2,New,High,Male,23,14-26(%),3123,Medium,Not On Time
385,E,Road,2,Few,5,High Rating - Satisfied,182,Standard,2,New,Medium,Female,57,53-65(%),2896,Medium,Not On Time
386,A,Road,3,Few,1,Low Rating - Dissatisfied,251,Standard,3,New,Medium,Male,42,40-52(%),3698,Medium,Not On Time
387,B,Road,5,Moderate,2,Low Rating - Dissatisfied,173,Standard,3,New,Low,Female,7,1-13(%),1855,Medium,Not On Time
388,C,Road,4,Moderate,3,Low Rating - Dissatisfied,225,Standard,3,New,Low,Female,62,53-65(%),2587,Medium,Not On Time
389,E,Road,4,Moderate,2,Low Rating - Dissatisfied,167,Cheap,4,Regular,Low,Female,20,14-26(%),1705,Light,Not On Time
390,D,Road,4,Moderate,1,Low Rating - Dissatisfied,259,Expensive,3,New,Low,Male,20,14-26(%),2154,Medium,Not On Time
391,E,Road,4,Moderate,1,Low Rating - Dissatisfied,178,Standard,3,New,Medium,Female,63,53-65(%),1573,Light,Not On Time
392,A,Road,4,Moderate,4,High Rating - Satisfied,178,Standard,4,Regular,Medium,Female,13,1-13(%),1614,Light,Not On Time
393,B,Road,5,Moderate,4,High Rating - Satisfied,169,Standard,2,New,Low,Female,20,14-26(%),1765,Light,Not On Time
394,C,Road,3,Few,2,Low Rating - Dissatisfied,272,Expensive,2,New,Low,Male,33,27-39(%),2321,Medium,Not On Time
395,E,Road,4,Moderate,4,High Rating - Satisfied,183,Standard,3,New,Low,Male,29,27-39(%),3251,Medium,Not On Time
396,D,Road,3,Few,4,High Rating - Satisfied,205,Standard,3,New,Low,Female,10,1-13(%),2728,Medium,Not On Time
